Katakwi	id=g:231947
Kanyalima	id=g:232283
Kanyale	id=g:232284
Kanyabalogo	id=g:232285
Kanyabaha	id=g:232286
Kanungu	id=g:232287
Kanulira	id=g:232288
Kantozi	id=g:232289
Kantarara	id=g:232290
Kantantimba	id=g:232291
Kantale	id=g:232292
Kansove Islets	id=g:232293
Kansiri	id=g:232294
Kansiri	id=g:232295
Kanshegu	id=g:232296
Kansera	id=g:232297
Kansenene	id=g:232298
Kansenene	id=g:232299
Kansami	id=g:232300
Kansambia	id=g:232301
Kanoni	id=g:232302
Kanoni	id=g:232303
Kanoni	id=g:232304
Kanoni	id=g:232305
Kanoni	id=g:232306
Kanoni	id=g:232307
Kanoni	id=g:232308
Kanonga	id=g:232309
Kanoga	id=g:232310
Kano	id=g:232311
Kankwale	id=g:232312
Kankuranga Island	id=g:232313
Kankubebe	id=g:232314
Kanku	id=g:232315
Kankoko	id=g:232316
Kankoba	id=g:232317
Kankamba	id=g:232318
Kanjuki	id=g:232319
Kaniyo-Pabidi	id=g:232320
Kaniokanimi	id=g:232321
Kangurimira	id=g:232322
Kangulumira	id=g:232323
Kangota	id=g:232324
Kangombe	id=g:232325
Kangolengole	id=g:232326
Kangole	id=g:232327
Kangole	id=g:232328
Kango	id=g:232329
Kango	id=g:232330
Kangavwe	id=g:232331
Kangathep	id=g:232332
Kangalaba	id=g:232333
Kangai	id=g:232334
Kangabo	id=g:232335
Kanena	id=g:232336
Kandibahera	id=g:232337
Kandekye	id=g:232338
Kande	id=g:232339
Kandanda	id=g:232340
Kandanda	id=g:232341
Kandago	id=g:232342
Kanaro	id=g:232343
Kanapo	id=g:232344
Kanapedi	id=g:232345
Kananyait	id=g:232346
Kanankamba	id=g:232347
Kanani	id=g:232348
Kanangalo River	id=g:232349
Kanangalo	id=g:232350
Kanamuto	id=g:232351
Kanamuget	id=g:232352
Kanambatiko	id=g:232353
Kanama	id=g:232354
Kanalugenda	id=g:232355
Kanakori	id=g:232356
Kanakapamor	id=g:232357
Kanaga	id=g:232358
Kanaga	id=g:232359
Kanadda	id=g:232360
Kanadap	id=g:232361
Kanachiom	id=g:232362
Kanabulemu	id=g:232363
Kanabukwe Twins	id=g:232364
Kanabugo	id=g:232365
Kanaba	id=g:232366
Kanaba	id=g:232367
Kamwony	id=g:232368
Kamwezi	id=g:232369
Kamwenge	id=g:232370
Kamwenge	id=g:232371
Kamwana	id=g:232372
Kamuwaira	id=g:232373
Kamutur	id=g:232374
Kamutera	id=g:232375
Kamutenga Island	id=g:232376
Kamusiri	id=g:232377
Kamusinzi	id=g:232378
Kamushoko	id=g:232379
Kamushoko	id=g:232380
Kamusere	id=g:232381
Kamusenene	id=g:232382
Kamusenene	id=g:232383
Kamusenene	id=g:232384
Kamusenene	id=g:232385
Kamusenene	id=g:232386
Kamusenene	id=g:232387
Kamusenene	id=g:232388
Kamusebe	id=g:232389
Kamusala	id=g:232390
Kamusabi	id=g:232391
Kamunyu	id=g:232392
Kamunkwale	id=g:232393
Kamunina	id=g:232394
Kamuli Station	id=g:232395
Kamulikwezi	id=g:232396
Kamuli	id=g:232397
Kamuli	id=g:232398
Kamuli	id=g:232399
Kamuli	id=g:232400
Kamuli	id=g:232401
Tomb of Kamulasi	id=g:232402
Kamulaba	id=g:232403
Kamukulu Island	id=g:232404
Kamukongo	id=g:232405
Kamukalo	id=g:232406
Kamuka	id=g:232407
Kamugoya	id=g:232408
Kamuge Island	id=g:232409
Kamuge	id=g:232410
Kamuganja	id=g:232411
Kamuganguzi	id=g:232412
Kamuganguzi	id=g:232413
Kamugalula	id=g:232414
Kamuda	id=g:232415
Kamuda	id=g:232416
Kamuda	id=g:232417
Kampungu	id=g:232418
Kampiringisa	id=g:232419
Kampindi	id=g:232420
Kampende Point	id=g:232421
Kampala	id=g:232422
Kamothing	id=g:232423
Kamorumoru	id=g:232424
Kamorok	id=g:232425
Kamonkoli	id=g:232426
Kamodo	id=g:232427
Kammengo	id=g:232428
Kamirensembe	id=g:232429
Kamirantumbu	id=g:232430
Kamiranjoga	id=g:232431
Kamirabara	id=g:232432
Kamira	id=g:232433
Kamira	id=g:232434
Kamion	id=g:232435
Kamigo	id=g:232436
Kamido	id=g:232437
Kamese	id=g:232438
Kamengo	id=g:232439
Kamengo	id=g:232440
Kamena	id=g:232441
Kameki	id=g:232442
Kameeme	id=g:232443
Kamudini	id=g:232444
Kamcho	id=g:232445
Kambuye	id=g:232446
Kambugo	id=g:232447
Kambuga	id=g:232448
Kambu	id=g:232449
Kamazzi	id=g:232450
Kamatarisi	id=g:232451
Kamarya	id=g:232452
Kamamba	id=g:232453
Kamalinyang	id=g:232454
Kamalinga Forest	id=g:232455
Kamaler	id=g:232456
Kamalenge	id=g:232457
Kamalenge	id=g:232458
Kamaka	id=g:232459
Kamaka	id=g:232460
Kamajeko	id=g:232461
Kamahungwe	id=g:232462
Kamagole	id=g:232463
Kamadi	id=g:232464
Kamachya	id=g:232465
Kamachya	id=g:232466
Kamacharkol	id=g:232467
Kamaanda	id=g:232468
Kama	id=g:232469
Kama	id=g:232470
Kalyeng	id=g:232471
Kalyankoko	id=g:232472
Kalyankoko	id=g:232473
Kalyango	id=g:232474
Kalyanda	id=g:232475
Kalyampande	id=g:232476
Kalyakoti	id=g:232477
Kalyabayoga	id=g:232478
Kalweru	id=g:232479
Kalwanga	id=g:232480
Kalwala	id=g:232481
Kalwala	id=g:232482
Kalunyiga	id=g:232483
Kalungu	id=g:232484
Kalungu	id=g:232485
Kalungu	id=g:232486
Kalungu	id=g:232487
Kalungu	id=g:232488
Kalungu	id=g:232489
Kalungu	id=g:232490
Kalungi	id=g:232491
Kalungi	id=g:232492
Kalungi	id=g:232493
Kalungi	id=g:232494
Kalungari	id=g:232495
Kalumaga	id=g:232496
Kalule	id=g:232497
Kaluguza	id=g:232498
Kalugu	id=g:232499
Kalububbu	id=g:232500
Kalubi	id=g:232501
Kaluba	id=g:232502
Kaloturi	id=g:232503
Kaloponongole	id=g:232504
Kalopomongole	id=g:232505
Kalopokor	id=g:232506
Kaloni	id=g:232507
Kalongo	id=g:232508
Kalongo	id=g:232509
Kalongo	id=g:232510
Kalongo	id=g:232511
Kalongo	id=g:232512
Kalonge	id=g:232513
Kalonge	id=g:232514
Kalondo	id=g:232515
Kalokudo	id=g:232516
Kalobo	id=g:232517
Kaliure	id=g:232518
Kalodurr	id=g:232519
Kalito	id=g:232520
Kaliti	id=g:232521
Kalisizo	id=g:232522
Kalisizo	id=g:232523
Kaliro Station	id=g:232524
Kaliro	id=g:232525
Kaliro	id=g:232526
Kaliro	id=g:232527
Kaliro	id=g:232528
Kalira	id=g:232529
Kalinzu Forest	id=g:232530
Kalingalem	id=g:232531
Kalingalem	id=g:232532
Kalinga	id=g:232533
Kalindi	id=g:232534
Kalinda	id=g:232535
Kalimon	id=g:232536
Kalilimon	id=g:232537
Kalilima	id=g:232538
Kaligo	id=g:232539
Kaligee	id=g:232540
Kali	id=g:232541
Kaleveru	id=g:232542
Kaletha	id=g:232543
Kalero	id=g:232544
Kaleri	id=g:232545
Kaleri	id=g:232546
Kaleri	id=g:232547
Kalere	id=g:232548
Kalere	id=g:232549
Kalepito	id=g:232550
Kalengo	id=g:232551
Kalengili	id=g:232552
Kalengera	id=g:232553
Kalenge	id=g:232554
Kalemante	id=g:232555
Kalekeru	id=g:232556
Kaleire	id=g:232557
Kalehe	id=g:232558
Kalege	id=g:232559
Kalega	id=g:232560
Kalega	id=g:232561
Kalata	id=g:232562
Kalasa	id=g:232563
Kalaperabong	id=g:232564
Kalapata	id=g:232565
Kalapata	id=g:232566
Kalapar	id=g:232567
Kalao	id=g:232568
Kalangalo	id=g:232569
Kalangalo	id=g:232570
Kalangala	id=g:232571
Kalangala	id=g:232572
Kalamuwi	id=g:232573
Kalamira	id=g:232574
Kalambide Island	id=g:232575
Kalambi	id=g:232576
Kalambi	id=g:232577
Kalamba	id=g:232578
Kalamai	id=g:232579
Kalama	id=g:232580
Kalalo	id=g:232581
Kalale	id=g:232582
Kalakoliputh	id=g:232583
Kalaki	id=g:232584
Kalakeju	id=g:232585
Kalait	id=g:232586
Kalagi	id=g:232587
Kalagala	id=g:232588
Kalagala	id=g:232589
Kalagala	id=g:232590
Kalagala	id=g:232591
Kalagala	id=g:232592
Kalagala	id=g:232593
Kalagala	id=g:232594
Kalagala	id=g:232595
Kalagala	id=g:232596
Kalaga	id=g:232597
Kaladonapal	id=g:232598
Kakworo	id=g:232599
Kakwata	id=g:232600
Kakwanga	id=g:232601
Kakuza	id=g:232602
Kakuuto	id=g:232603
Kakuto	id=g:232604
Kakute	id=g:232605
Kakutabua	id=g:232606
Kakuta	id=g:232607
Kakuta	id=g:232608
Kakurikitha	id=g:232609
Kakures	id=g:232610
Kakura	id=g:232611
Kakunyu Point	id=g:232612
Kakunyu	id=g:232613
Kakungwe	id=g:232614
Kakungumaire	id=g:232615
Kakungube	id=g:232616
Kakundi	id=g:232617
Kakumiro	id=g:232618
Kakumiro	id=g:232619
Kakumbu	id=g:232620
Kakula	id=g:232621
Kakukuru	id=g:232622
Kakukulu	id=g:232623
Kakuka	id=g:232624
Kakuka	id=g:232625
Kuku	id=g:232626
Kaku	id=g:232627
Kakorokoron	id=g:232628
Kakoro	id=g:232629
Kakoro	id=g:232630
Kakori	id=g:232631
Kakono Swamp	id=g:232632
Kakondi	id=g:232633
Kakomo	id=g:232634
Kakoma	id=g:232635
Kakoma	id=g:232636
Kakoma	id=g:232637
Kakoma	id=g:232638
Kakoma	id=g:232639
Kakoma	id=g:232640
Kakole	id=g:232641
Kakole	id=g:232642
Kakoko	id=g:232643
Kakojo	id=g:232644
Kakogwe	id=g:232645
Kakoge	id=g:232646
Kakoge	id=g:232647
Kakoge	id=g:232648
Kakoge	id=g:232649
Kako	id=g:232650
Kakirioningole	id=g:232651
Kakiri	id=g:232652
Kakira Sugar Estate	id=g:232653
Kakira Station	id=g:232654
Kakira	id=g:232655
Kakira	id=g:232656
Kakira	id=g:232657
Kakira	id=g:232658
Kakira	id=g:232659
Kakira	id=g:232660
Kakira	id=g:232661
Kakinzi	id=g:232662
Kakinzi	id=g:232663
Kakinzi	id=g:232664
Kakinzi	id=g:232665
Kakinyo	id=g:232666
Kakinga	id=g:232667
Kakinga	id=g:232668
Kakinga	id=g:232669
Kakinga	id=g:232670
Kakinga	id=g:232671
Kakinga	id=g:232672
Kakinga	id=g:232673
Kakindu	id=g:232674
Kakindu	id=g:232675
Kakindu	id=g:232676
Kakindu	id=g:232677
Kakindu	id=g:232678
Kakindo	id=g:232679
Kakindo	id=g:232680
Kakika	id=g:232681
Kaket	id=g:232682
Kakerith	id=g:232683
Kakere	id=g:232684
Kakatunda	id=g:232685
Kakata	id=g:232686
Kakanzhu	id=g:232687
Kakanyoro	id=g:232688
Kakano	id=g:232689
Kakamari	id=g:232690
Kakamari	id=g:232691
Kakali	id=g:232692
Kakal	id=g:232693
Kakal	id=g:232694
Kakaka Rest Camp	id=g:232695
Kakakala	id=g:232696
Kakakala	id=g:232697
Kakaka	id=g:232698
Kakagusa	id=g:232699
Kakade	id=g:232700
Kakabara	id=g:232701
Kajura	id=g:232702
Kajunjo	id=g:232703
Kajuna	id=g:232704
Kajumiro	id=g:232705
Kajumiro	id=g:232706
Kajumba	id=g:232707
Kajulirwa	id=g:232708
Kajubia	id=g:232709
Kajonde Forest	id=g:232710
Kajebene	id=g:232711
Kajara County	id=g:232712
Kajansi	id=g:232713
Kajamaka	id=g:232714
Kajaga	id=g:232715
Kaizi	id=g:232716
Kaiyape	id=g:232717
Kaiya	id=g:232718
Kaivali Island	id=g:232719
Kaiti	id=g:232720
Kaiti	id=g:232721
Kaitampungu	id=g:232722
Kaitakono	id=g:232723
Kaisunga	id=g:232724
Kaiso Forest	id=g:232725
Kaiso	id=g:232726
Kaina Island	id=g:232727
Kaimira	id=g:232728
Kailong	id=g:232729
Kaikamosi	id=g:232730
Kaijamaka	id=g:232731
Kaija	id=g:232732
Kaiirere	id=g:232733
Kaigongai	id=g:232734
Kaigobya	id=g:232735
Kaigera	id=g:232736
Kaichururu	id=g:232737
Kaiba	id=g:232738
Kaianja	id=g:232739
Kahurukobwire	id=g:232740
Kahunge	id=g:232741
Kahunga	id=g:232742
Kahororo	id=g:232743
Kahoro	id=g:232744
Kahondo	id=g:232745
Kahondo	id=g:232746
Kahonda	id=g:232747
Kahomba	id=g:232748
Kahoko	id=g:232749
Kahochi	id=g:232750
Kahiro	id=g:232751
Kahirimbi	id=g:232752
Kahingo	id=g:232753
Kahihi	id=g:232754
Kahera	id=g:232755
Kahengye	id=g:232756
Kahendero	id=g:232757
Kahenda	id=g:232758
Kahegwa	id=g:232759
Kahando	id=g:232760
Kahandakamwe	id=g:232761
Kahandakamwe	id=g:232762
Kahanda	id=g:232763
Kahala	id=g:232764
Kagwire	id=g:232765
Kagwese	id=g:232766
Kagwara	id=g:232767
Kagwa	id=g:232768
Kagunga	id=g:232769
Kagumuzi	id=g:232770
Kagumu	id=g:232771
Kagumba	id=g:232772
Kaguma	id=g:232773
Kagulumu Island	id=g:232774
Kagulube	id=g:232775
Kagulu	id=g:232776
Kagulu	id=g:232777
Kagulu	id=g:232778
Kagulu	id=g:232779
Kagulu	id=g:232780
Kagugu	id=g:232781
Kagugo	id=g:232782
Lake Kaguba	id=g:232783
Kagoye	id=g:232784
Kagoye	id=g:232785
Kagora	id=g:232786
Kagonya	id=g:232787
Kagonjo	id=g:232788
Kagonge	id=g:232789
Kagonga	id=g:232790
Kagondo	id=g:232791
Kagona	id=g:232792
Kagoma	id=g:232793
Kagoma	id=g:232794
Kagolwa	id=g:232795
Kagoloto	id=g:232796
Kagolomolo	id=g:232797
Kagologolo	id=g:232798
Kagoli	id=g:232799
Kagogo	id=g:232800
Kagoge	id=g:232801
Kagobe	id=g:232802
Kagobe	id=g:232803
Kagi	id=g:232804
Kagezi	id=g:232805
Kageye	id=g:232806
Kagera Sawmill	id=g:232807
Kagensa	id=g:232808
Kagembe	id=g:232809
Kagembe	id=g:232810
Kagazi	id=g:232811
Kagaye	id=g:232812
Kagata	id=g:232813
Kagasa	id=g:232814
Kagasa	id=g:232815
Kagarama	id=g:232816
Kagarama	id=g:232817
Kagarama	id=g:232818
Kagango	id=g:232819
Kagango	id=g:232820
Kagango	id=g:232821
Kagando	id=g:232822
Kagando	id=g:232823
Kaganda Estate	id=g:232824
Kaganda	id=g:232825
Kaganda	id=g:232826
Kagamba	id=g:232827
Kagamba	id=g:232828
Kagalama	id=g:232829
Kagala	id=g:232830
Kagago	id=g:232831
Kagaga	id=g:232832
Kagaga	id=g:232833
Kagadi	id=g:232834
Kagabagaba	id=g:232835
Kagaba	id=g:232836
Kagaa	id=g:232837
Kaga	id=g:232838
Kafunzo	id=g:232839
Kafunzo	id=g:232840
Kafunzo	id=g:232841
Kafunzo	id=g:232842
Kafunzho	id=g:232843
Kafunfu	id=g:232844
Kafuga	id=g:232845
Kafu	id=g:232846
Kafo	id=g:232847
Kafu	id=g:232848
Kafu	id=g:232849
Kafu	id=g:232850
Kafu	id=g:232851
Kafu	id=g:232852
Kafu	id=g:232853
Kadzi	id=g:232854
Kadwini	id=g:232855
Kadunguru	id=g:232856
Kadunda	id=g:232857
Kaduku	id=g:232858
Kaduku	id=g:232859
Kaduka	id=g:232860
Kadugala	id=g:232861
Kadre	id=g:232862
Kadre	id=g:232863
Kadoto	id=g:232864
Kadomera	id=g:232865
Kadokolene	id=g:232866
Kadoki	id=g:232867
Kadlekep	id=g:232868
Kadinya	id=g:232869
Kadima Rocks	id=g:232870
Lake Kadiko	id=g:232871
Kaderuna	id=g:232872
Kader	id=g:232873
Kadepo	id=g:232874
Kadengele	id=g:232875
Kadebede	id=g:232876
Kadanyeko	id=g:232877
Kadandali	id=g:232878
Kadami	id=g:232879
Kadam Forest Reserve	id=g:232880
Kadama	id=g:232881
Kadam	id=g:232882
Kachwi	id=g:232883
Kachwekano	id=g:232884
Kachwangobe	id=g:232885
Kachwambeba	id=g:232886
Kachwamba	id=g:232887
Kachut	id=g:232888
Kachusi	id=g:232889
Kachungiro	id=g:232890
Kachungi	id=g:232891
Kachung	id=g:232892
Kachung	id=g:232893
Kachumbiro	id=g:232894
Kachumbiro	id=g:232895
Kachumbala Station	id=g:232896
Kachumbala	id=g:232897
Kachumbala	id=g:232898
Kachulagenyi	id=g:232899
Kachonga	id=g:232900
Kachonga	id=g:232901
Kachong	id=g:232902
Kachomo	id=g:232903
Lake Kachira	id=g:232904
Kachingu	id=g:232905
Kacheri	id=g:232906
Kacherere	id=g:232907
Kacherere	id=g:232908
Kachede	id=g:232909
Kachango	id=g:232910
Kabyuma	id=g:232911
Kabyaza	id=g:232912
Kabwoya	id=g:232913
Kabwolo	id=g:232914
Kabwohe	id=g:232915
Kabwema	id=g:232916
Kabwangasi	id=g:232917
Kabwami	id=g:232918
Kabuye	id=g:232919
Kabuye	id=g:232920
Kabuyayi	id=g:232921
Kabuyanda	id=g:232922
Kabuyanda	id=g:232923
Kabuya	id=g:232924
Kabuwoko	id=g:232925
Kabutim	id=g:232926
Kabutende	id=g:232927
Kabuta	id=g:232928
Kabusye	id=g:232929
Kabusyak	id=g:232930
Kabusinde	id=g:232931
Kaburundu	id=g:232932
Kaburoron	id=g:232933
Kaburengwa	id=g:232934
Kaburasaho	id=g:232935
Kabura	id=g:232936
Kabura	id=g:232937
Kabura	id=g:232938
Kabunyata	id=g:232939
Kabungo Ridge	id=g:232940
Kabungo	id=g:232941
Kabunde	id=g:232942
Kabuna	id=g:232943
Kabuna	id=g:232944
Kabumba	id=g:232945
Kabumba	id=g:232946
Kabumba	id=g:232947
Kabulubutu	id=g:232948
Kabulisoke	id=g:232949
Kabule	id=g:232950
Kabulasoke	id=g:232951
Kabulasoke	id=g:232952
Kabulasoke	id=g:232953
Kabulasoke	id=g:232954
Kabulanaka	id=g:232955
Kabulamuliro	id=g:232956
Kabulamo	id=g:232957
Kabula County	id=g:232958
Kabula	id=g:232959
Kabukye	id=g:232960
Kabukye	id=g:232961
Kabukunga	id=g:232962
Kabukulwa	id=g:232963
Kabuka	id=g:232964
Kabuika	id=g:232965
Kabuguza Islets	id=g:232966
Kabugujo	id=g:232967
Kabugoga	id=g:232968
Kabugesa	id=g:232969
Kabugabuga	id=g:232970
Kabuga	id=g:232971
Kabuga	id=g:232972
Kabuga	id=g:232973
Kabuga	id=g:232974
Kabubu	id=g:232975
Kabthymet	id=g:232976
Kabozi	id=g:232977
Kaboyo	id=g:232978
Kabonyi	id=g:232979
Kabonerwa	id=g:232981
Kabonero	id=g:232982
Kabondo	id=g:232983
Kabona	id=g:232984
Kabolokota	id=g:232985
Kabolokota	id=g:232986
Kabologota	id=g:232987
Kabole	id=g:232988
